bill_id,bill_type,subjects_top_term,enacted_as
hr3246-115,hr,Education,0
hr1511-115,hr,Housing and community development,0
hr4063-115,hr,Energy,0
hr430-115,hr,International affairs,0
hr1723-115,hr,Government operations and politics,0
hr602-115,hr,Government operations and politics,0
hr4251-115,hr,Emergency management,0
hr5383-115,hr,Crime and law enforcement,0
hr6506-115,hr,International affairs,0
hr3848-115,hr,Government operations and politics,0
hr3074-115,hr,Crime and law enforcement,0
hr2360-115,hr,Health,0
hr5979-115,hr,Public lands and natural resources,0
hr4097-115,hr,Health,0
hr5145-115,hr,Taxation,0
hr5377-115,hr,Taxation,0
hr2152-115,hr,Crime and law enforcement,0
hr3080-115,hr,Armed forces and national security,0
hr5713-115,hr,Armed forces and national security,0
hr292-115,hr,Native Americans,0
hr7044-115,hr,Transportation and public works,0
hr6196-115,hr,Education,0
hr2536-115,hr,Education,0
hr7276-115,hr,Social welfare,0
hr2704-115,hr,Armed forces and national security,0
hr1181-115,hr,Armed forces and national security,0
hr5521-115,hr,Armed forces and national security,0
hr6539-115,hr,Armed forces and national security,0
hr3877-115,hr,Health,0
hr2199-115,hr,Public lands and natural resources,0
hr4860-115,hr,Government operations and politics,0
hr3279-115,hr,Energy,0
hr857-115,hr,Public lands and natural resources,0
hr1976-115,hr,Crime and law enforcement,0
hr4438-115,hr,Emergency management,0
hr6961-115,hr,Agriculture and food,0
hr1378-115,hr,Health,0
hr259-115,hr,Health,0
hr1982-115,hr,Crime and law enforcement,0
hr7249-115,hr,,0
hr2509-115,hr,Health,0
hr6995-115,hr,Education,0
hr2951-115,hr,Crime and law enforcement,0
hr3883-115,hr,Crime and law enforcement,0
hr5348-115,hr,Armed forces and national security,0
hr4894-115,hr,Health,0
hr5946-115,hr,Congress,0
hr4008-115,hr,Economics and public finance,0
hr4834-115,hr,Energy,0
hr669-115,hr,International affairs,0
hr1748-115,hr,Labor and employment,0
hr3823-115,hr,Taxation,1
hr6935-115,hr,Education,0
hr6109-115,hr,Taxation,0
hr3649-115,hr,Agriculture and food,0
hr1922-115,hr,Education,0
hr803-115,hr,Government operations and politics,0
hr5778-115,hr,Health,0
hr4498-115,hr,International affairs,0
hr50-115,hr,Government operations and politics,0
hr5912-115,hr,Health,0
hr2139-115,hr,Transportation and public works,0
hr6599-115,hr,Public lands and natural resources,0
hr2905-115,hr,Crime and law enforcement,0
hr5581-115,hr,Crime and law enforcement,0
hr4453-115,hr,Armed forces and national security,0
hr1121-115,hr,Health,0
hr3676-115,hr,"Civil rights and liberties, minority issues",0
hr6304-115,hr,Immigration,0
hr3444-115,hr,Agriculture and food,0
hr2596-115,hr,Public lands and natural resources,0
hr6136-115,hr,Immigration,0
hr4661-115,hr,Emergency management,1
hr232-115,hr,Public lands and natural resources,0
hr1313-115,hr,Health,0
hr3020-115,hr,Immigration,0
hr6552-115,hr,Energy,0
hr4205-115,hr,Finance and financial sector,0
hr656-115,hr,Health,0
hr1777-115,hr,Armed forces and national security,0
hr464-115,hr,Law,0
hr4037-115,hr,Armed forces and national security,0
hr1545-115,hr,Armed forces and national security,1
hr3212-115,hr,Crime and law enforcement,0
hr6760-115,hr,Taxation,0
hr2106-115,hr,Immigration,0
hr5323-115,hr,Finance and financial sector,0
hr1783-115,hr,Armed forces and national security,0
hr490-115,hr,Crime and law enforcement,0
hr5111-115,hr,Transportation and public works,0
hr2334-115,hr,Health,0
hr6794-115,hr,Immigration,0
hr5575-115,hr,Crime and law enforcement,0
hr3682-115,hr,Environmental protection,0
hr2750-115,hr,Finance and financial sector,0
hr7222-115,hr,Health,0
hr2562-115,hr,Health,0
hr7010-115,hr,Social welfare,0
hr5747-115,hr,Taxation,0
hr4695-115,hr,Health,0
hr2902-115,hr,Education,0
hr5129-115,hr,International affairs,0
hr1589-115,hr,Taxation,0
hr5915-115,hr,Education,0
hr2768-115,hr,Public lands and natural resources,0
hr57-115,hr,Crime and law enforcement,0
hr3488-115,hr,Crime and law enforcement,0
hr7028-115,hr,Immigration,0
hr1925-115,hr,Health,0
hr1119-115,hr,Environmental protection,0
hr804-115,hr,Armed forces and national security,0
hr4659-115,hr,Finance and financial sector,0
hr6932-115,hr,Health,0
hr3018-115,hr,Armed forces and national security,0
hr3824-115,hr,Water resources development,0
hr6758-115,hr,Commerce,1
hr4833-115,hr,Crime and law enforcement,0
hr2565-115,hr,Finance and financial sector,0
hr7017-115,hr,Armed forces and national security,0
hr5740-115,hr,Agriculture and food,0
hr4692-115,hr,Public lands and natural resources,0
hr5572-115,hr,Economics and public finance,0
hr68-115,hr,Crime and law enforcement,0
hr3685-115,hr,"Science, technology, communications",0
hr2757-115,hr,Health,0
hr7225-115,hr,Finance and financial sector,0
hr497-115,hr,Public lands and natural resources,0
hr5116-115,hr,Law,0
hr2333-115,hr,Commerce,1
hr6793-115,hr,Transportation and public works,0
hr2101-115,hr,Government operations and politics,0
hr5324-115,hr,Education,0
hr1784-115,hr,Energy,0
hr4030-115,hr,Education,0
hr463-115,hr,International affairs,0
hr1542-115,hr,Health,0
hr3215-115,hr,Housing and community development,0
hr6767-115,hr,Taxation,0
hr3027-115,hr,Armed forces and national security,0
hr6555-115,hr,Emergency management,0
hr651-115,hr,"Civil rights and liberties, minority issues",0
hr4202-115,hr,Animals,0
hr1770-115,hr,Government operations and politics,0
hr3443-115,hr,Health,0
hr2591-115,hr,Public lands and natural resources,0
hr6131-115,hr,Emergency management,0
hr235-115,hr,Native Americans,0
hr4666-115,hr,Health,0
hr1314-115,hr,Environmental protection,0
hr5586-115,hr,Energy,0
hr4454-115,hr,Animals,0
hr1126-115,hr,Taxation,0
hr3671-115,hr,Energy,0
hr6303-115,hr,Transportation and public works,0
hr61-115,hr,Crime and law enforcement,0
hr5749-115,hr,Finance and financial sector,0
hr2108-115,hr,Armed forces and national security,0
hr2934-115,hr,International affairs,0
hr5923-115,hr,Public lands and natural resources,0
hr3812-115,hr,Taxation,0
hr658-115,hr,Government operations and politics,0
hr1779-115,hr,Congress,0
hr4039-115,hr,Government operations and politics,0
hr4805-115,hr,Immigration,0
hr1913-115,hr,Public lands and natural resources,0
hr95-115,hr,Armed forces and national security,0
hr832-115,hr,Law,0
hr3678-115,hr,Taxation,0
hr2598-115,hr,Crime and law enforcement,0
hr6904-115,hr,Public lands and natural resources,0
hr6138-115,hr,Health,0
hr2305-115,hr,Education,0
hr5120-115,hr,Crime and law enforcement,0
hr1580-115,hr,Public lands and natural resources,0
hr5312-115,hr,Education,0
hr693-115,hr,Labor and employment,0
hr2137-115,hr,Emergency management,0
hr6597-115,hr,Health,0
hr5776-115,hr,Health,0
hr2553-115,hr,Finance and financial sector,0
hr3481-115,hr,Government operations and politics,0
hr7021-115,hr,Taxation,0
hr2761-115,hr,Immigration,0
hr7213-115,hr,Emergency management,0
hr4496-115,hr,Environmental protection,0
hr5544-115,hr,Taxation,0
hr203-115,hr,Agriculture and food,0
hr4650-115,hr,Emergency management,0
hr5782-115,hr,Health,0
hr1322-115,hr,Health,0
hr3475-115,hr,Transportation and public works,0
hr6107-115,hr,Energy,0
hr2795-115,hr,International affairs,0
hr3647-115,hr,Immigration,0
hr6335-115,hr,Government operations and politics,0
hr4462-115,hr,Emergency management,0
hr1110-115,hr,Crime and law enforcement,0
hr3223-115,hr,Taxation,0
hr6751-115,hr,Finance and financial sector,0
hr4006-115,hr,Health,0
hr455-115,hr,Government operations and politics,0
hr1574-115,hr,"Science, technology, communications",0
hr667-115,hr,Armed forces and national security,0
hr4234-115,hr,Education,0
hr1746-115,hr,Transportation and public works,0
hr3011-115,hr,Armed forces and national security,0
hr6563-115,hr,Health,0
hr6903-115,hr,Commerce,0
hr4668-115,hr,"Science, technology, communications",0
hr5588-115,hr,Armed forces and national security,0
hr1914-115,hr,Commerce,0
hr92-115,hr,Armed forces and national security,0
hr835-115,hr,Public lands and natural resources,0
hr1128-115,hr,Labor and employment,0
hr4802-115,hr,Government operations and politics,0
hr6769-115,hr,Armed forces and national security,0
hr3029-115,hr,Government operations and politics,0
hr3815-115,hr,Agriculture and food,0
hr5118-115,hr,Taxation,0
hr499-115,hr,Government operations and politics,0
hr5924-115,hr,"Civil rights and liberties, minority issues",0
hr2933-115,hr,Labor and employment,0
hr7019-115,hr,Government operations and politics,0
hr66-115,hr,Transportation and public works,0
hr2759-115,hr,Armed forces and national security,0
hr4233-115,hr,Taxation,0
hr660-115,hr,Water resources development,0
hr1741-115,hr,Immigration,0
hr3016-115,hr,Housing and community development,0
hr6564-115,hr,Government operations and politics,0
hr3224-115,hr,Health,0
hr6756-115,hr,Taxation,0
hr452-115,hr,Government operations and politics,1
hr4001-115,hr,Education,0
hr1573-115,hr,International affairs,0
hr2792-115,hr,Social welfare,0
hr3640-115,hr,Armed forces and national security,0
hr6332-115,hr,Finance and financial sector,0
hr4465-115,hr,Public lands and natural resources,0
hr1117-115,hr,Emergency management,1
hr4657-115,hr,Finance and financial sector,0
hr204-115,hr,Health,0
hr5785-115,hr,Social welfare,0
hr1325-115,hr,Health,0
hr3472-115,hr,Transportation and public works,0
hr6100-115,hr,Government operations and politics,0
hr2766-115,hr,Foreign trade and international finance,0
hr7214-115,hr,Education,0
hr4491-115,hr,Education,0
hr5543-115,hr,Taxation,0
hr59-115,hr,Emergency management,0
hr5771-115,hr,Taxation,0
hr2554-115,hr,Education,0
hr3486-115,hr,Congress,0
hr7026-115,hr,Labor and employment,0
hr5315-115,hr,Transportation and public works,0
hr694-115,hr,Environmental protection,0
hr2130-115,hr,"Civil rights and liberties, minority issues",0
hr6590-115,hr,Health,0
hr2302-115,hr,Government operations and politics,1
hr5127-115,hr,Environmental protection,0
hr1587-115,hr,Health,0
hr5267-115,hr,Crime and law enforcement,0
hr3190-115,hr,,0
hr2042-115,hr,Health,0
hr2270-115,hr,Education,0
hr5869-115,hr,Emergency management,0
hr5055-115,hr,Agriculture and food,0
hr4187-115,hr,Crime and law enforcement,0
hr7366-115,hr,Commerce,0
hr2614-115,hr,Crime and law enforcement,0
hr1091-115,hr,Labor and employment,0
hr5431-115,hr,Social welfare,0
hr382-115,hr,Agriculture and food,0
hr5603-115,hr,Health,0
hr6086-115,hr,Crime and law enforcement,0
hr7154-115,hr,Environmental protection,0
hr2426-115,hr,Government operations and politics,0
hr6240-115,hr,Health,0
hr7392-115,hr,,0
hr3732-115,hr,Social welfare,1
hr978-115,hr,Government operations and politics,0
hr1065-115,hr,Economics and public finance,0
hr4517-115,hr,Finance and financial sector,0
hr144-115,hr,Crime and law enforcement,0
hr1859-115,hr,Transportation and public works,0
hr1257-115,hr,Finance and financial sector,0
hr376-115,hr,Finance and financial sector,0
hr4725-115,hr,Finance and financial sector,0
hr6072-115,hr,Economics and public finance,0
hr3500-115,hr,Taxation,0
hr1633-115,hr,Immigration,0
hr5293-115,hr,Armed forces and national security,0
hr712-115,hr,Congress,0
hr4341-115,hr,Government operations and politics,0
hr3958-115,hr,Energy,0
hr6416-115,hr,"Science, technology, communications",0
hr3164-115,hr,Health,0
hr6624-115,hr,Crime and law enforcement,0
hr3356-115,hr,Crime and law enforcement,0
hr2284-115,hr,Public lands and natural resources,0
hr1401-115,hr,Finance and financial sector,0
hr4173-115,hr,Armed forces and national security,0
hr520-115,hr,Public lands and natural resources,0
hr2419-115,hr,Armed forces and national security,0
hr6885-115,hr,Animals,0
hr1892-115,hr,Economics and public finance,1
hr7359-115,hr,,0
hr5856-115,hr,Health,0
hr4984-115,hr,Education,0
hr3993-115,hr,Immigration,0
hr2841-115,hr,Crime and law enforcement,0
hr5258-115,hr,Taxation,0
hr4970-115,hr,Commerce,0
hr3369-115,hr,Government operations and politics,1
hr3967-115,hr,Environmental protection,0
hr6429-115,hr,Government operations and politics,0
hr2089-115,hr,Crime and law enforcement,0
hr6871-115,hr,Taxation,0
hr1268-115,hr,Taxation,0
hr349-115,hr,,0
hr947-115,hr,Labor and employment,0
hr4528-115,hr,Public lands and natural resources,1
hr1866-115,hr,Taxation,0
hr6623-115,hr,Education,0
hr3351-115,hr,Immigration,0
hr2283-115,hr,Government operations and politics,0
hr1406-115,hr,Animals,0
hr4948-115,hr,Congress,0
hr527-115,hr,Animals,0
hr4174-115,hr,Government operations and politics,0
hr1634-115,hr,Health,0
hr5294-115,hr,Economics and public finance,0
hr4346-115,hr,Armed forces and national security,0
hr715-115,hr,Health,0
hr6411-115,hr,Finance and financial sector,0
hr3163-115,hr,Health,0
hr1250-115,hr,Crime and law enforcement,0
hr4722-115,hr,Government operations and politics,1
hr371-115,hr,Government operations and politics,0
hr6075-115,hr,Crime and law enforcement,0
hr6849-115,hr,Finance and financial sector,0
hr3507-115,hr,Taxation,0
hr6247-115,hr,Social welfare,0
hr7395-115,hr,,0
hr3735-115,hr,Transportation and public works,0
hr1062-115,hr,Crime and law enforcement,0
hr143-115,hr,Health,0
hr4510-115,hr,Congress,0
hr385-115,hr,Finance and financial sector,0
hr5604-115,hr,Environmental protection,0
hr6081-115,hr,Taxation,0
hr7153-115,hr,International affairs,0
hr2421-115,hr,Armed forces and national security,0
hr7361-115,hr,Taxation,0
hr2613-115,hr,Public lands and natural resources,0
hr1096-115,hr,Government operations and politics,0
hr5436-115,hr,Law,0
hr2277-115,hr,Finance and financial sector,0
hr5052-115,hr,Health,0
hr4180-115,hr,Crime and law enforcement,0
hr5260-115,hr,Energy,0
hr2879-115,hr,Transportation and public works,0
hr3197-115,hr,Armed forces and national security,0
hr2045-115,hr,Energy,0
hr940-115,hr,Emergency management,0
hr1861-115,hr,Sports and recreation,1
hr6278-115,hr,Crime and law enforcement,0
hr7198-115,hr,Public lands and natural resources,0
hr6876-115,hr,Education,0
hr3538-115,hr,Finance and financial sector,0
hr3960-115,hr,International affairs,0
hr4379-115,hr,Education,0
hr1439-115,hr,"Science, technology, communications",0
hr4977-115,hr,Taxation,0
hr5099-115,hr,Emergency management,0
hr518-115,hr,Energy,1
hr3994-115,hr,"Science, technology, communications",0
hr2846-115,hr,Government operations and politics,0
hr5851-115,hr,Armed forces and national security,0
hr4983-115,hr,Families,0
hr2248-115,hr,Energy,0
hr188-115,hr,Foreign trade and international finance,0
hr5409-115,hr,Government operations and politics,0
hr1895-115,hr,Health,0
hr6882-115,hr,Public lands and natural resources,0
hr7191-115,hr,Economics and public finance,0
hr6043-115,hr,Crime and law enforcement,0
hr3531-115,hr,Law,0
hr1266-115,hr,Transportation and public works,0
hr4714-115,hr,International affairs,0
hr347-115,hr,Government operations and politics,0
hr1054-115,hr,Public lands and natural resources,0
hr949-115,hr,Education,0
hr1868-115,hr,"Science, technology, communications",0
hr175-115,hr,Health,0
hr4526-115,hr,Crime and law enforcement,0
hr6271-115,hr,Armed forces and national security,0
hr3703-115,hr,Education,0
hr1430-115,hr,Environmental protection,0
hr511-115,hr,Energy,0
hr4142-115,hr,Crime and law enforcement,0
hr5090-115,hr,Crime and law enforcement,0
hr6615-115,hr,Health,0
hr3367-115,hr,Energy,0
hr6427-115,hr,"Science, technology, communications",0
hr3969-115,hr,Finance and financial sector,0
hr2087-115,hr,Immigration,0
hr3155-115,hr,Public lands and natural resources,0
hr1602-115,hr,Taxation,0
hr4370-115,hr,Energy,0
hr723-115,hr,Energy,0
hr5858-115,hr,Taxation,0
hr5064-115,hr,Animals,0
hr2241-115,hr,Taxation,0
hr3393-115,hr,Education,0
hr2073-115,hr,Immigration,0
hr4384-115,hr,Immigration,0
hr5256-115,hr,Crime and law enforcement,0
hr7165-115,hr,Government operations and politics,0
hr2417-115,hr,Labor and employment,0
hr1292-115,hr,Law,0
hr5632-115,hr,Labor and employment,0
hr5400-115,hr,Education,0
hr181-115,hr,Health,0
hr7357-115,hr,,0
hr6285-115,hr,Armed forces and national security,0
hr2625-115,hr,Armed forces and national security,0
hr6418-115,hr,Armed forces and national security,0
hr2884-115,hr,Government operations and politics,0
hr3956-115,hr,Taxation,0
hr3358-115,hr,Economics and public finance,0
hr4941-115,hr,Animals,0
hr5893-115,hr,Energy,0
hr976-115,hr,Government operations and politics,0
hr1857-115,hr,Crime and law enforcement,0
hr4519-115,hr,Finance and financial sector,0
hr1259-115,hr,Armed forces and national security,0
hr378-115,hr,Government operations and politics,0
hr6840-115,hr,Armed forces and national security,0
hr7368-115,hr,Government operations and politics,0
hr982-115,hr,Health,0
hr6088-115,hr,Energy,0
hr2428-115,hr,Labor and employment,0
hr5269-115,hr,Public lands and natural resources,0
hr2870-115,hr,Taxation,0
hr5867-115,hr,Health,0
hr4189-115,hr,Taxation,0
hr5407-115,hr,Education,0
hr186-115,hr,Education,0
hr7350-115,hr,International affairs,0
