bill_id,titles_text,enacted_as
hr2780-115,"To amend the Small Business Act to create certain requirements for Federal agencies with a SBIR or STTR program, and for other purposes.",0
hr3652-115,To amend the Internal Revenue Code of 1986 to make the work opportunity credit permanent.,0
hr1561-115,To prohibit any hiring freeze from affecting the National Institutes of Health and the Centers for Disease Control.,0
hr4013-115,"Making appropriations for the Bureau of the Census for the fiscal year ending September 30, 2018.2020 American Census Investment Act",0
hr440-115,"To amend title 18, United States Code, to permit sentencing judges in child sex trafficking cases to order the Attorney General to publicize the name and photograph of the convicted defendants, and for other purposes.Shame Act of 2017",0
hr6744-115,"To amend the Older Americans Act of 1965 to authorize Federal assistance to State adult protective services programs, and for other purposes.Elder Protection and Abuse Prevention Act",0
hr3236-115,"To amend titles XI and XVIII of the Social Security Act to improve provider and supplier cost reporting of ambulance services under the Medicare program, and for other purposes.Ambulance Medicare Budget and Operations Act of 2017",0
hr3838-115,"To require the appropriate Federal banking agencies to treat certain non-significant investments in the capital of unconsolidated financial institutions as qualifying capital instruments, and for other purposes.Trust Preferred Securities Act of 2017",0
hr6576-115,To require drug manufacturers to disclose the prices of prescription drugs in any direct-to-consumer advertising and marketing to practitioners of a drug.Drug-Price Transparency in Communications Act,0
hr3004-115,To amend section 276 of the Immigration and Nationality Act relating to reentry of removed aliens.Kate's Law,0
hr1753-115,"To prohibit certain practices relating to certain commodity promotion programs, to require greater transparency by those programs, and for other purposes.Opportunities for Fairness in Farming Act of 2017",0
hr672-115,"To require continued and enhanced annual reporting to Congress in the Annual Report on International Religious Freedom on anti-Semitic incidents in Europe, the safety and security of European Jewish communities, and the efforts of the United States to partner with European governments, the European Union, and civil society groups, to combat anti-Semitism, and for other purposes.Combating European Anti-Semitism Act of 2017",0
hr4221-115,"To amend the Violent Crime Control and Law Enforcement Act of 1994, to reauthorize the Missing Alzheimer's Disease Patient Alert Program, and to promote initiatives that will reduce the risk of injury and death relating to the wandering characteristics of some children with autism.Kevin and Avonte's Law of 2017",0
hr1595-115,To amend the Federal Deposit Insurance Act to allow mutual capital certificates to satisfy capital requirements for mutual depositories.Mutual Bank Capital Opportunity Act of 2017,0
hr5909-115,"To enhance reciprocal market access for United States domestic producers in the negotiating process of bilateral, regional, and multilateral trade agreements.Reciprocal Market Access Act of 2018",0
hr5135-115,"To amend the Omnibus Crime Control and Safe Streets Act of 1968 to provide for additional grants for school security, and for other purposes.Securing Children in Schools Act of 2018",0
hr2310-115,To amend the Internal Revenue Code of 1986 to make members of health care sharing ministries eligible to establish health savings accounts.Faith in Health Savings Accounts Act of 2017,0
hr6582-115,"To amend title 38, United States Code, to establish presumptions of service connection for illnesses associated with open burn pits, to direct the Comptroller of the United States to establish the Open Burn Pit Advisory Commission, and for other purposes.Protection for Veterans' Burn Pit Exposure Act of 2018",0
hr2122-115,To reinstate and extend the deadline for commencement of construction of a hydroelectric project involving Jennings Randolph Dam.,1
hr5307-115,"To require that certain Federal education funds be used for the improvement of security at elementary and secondary schools.School Training, Equipment, and Protection Act of 2018",0
hr686-115,To ensure appropriate spectrum planning and interagency coordination to support the Internet of Things.Developing Innovation and Growing the Internet of Things Act,0
hr7034-115,"To approve the Kickapoo Tribe Water Rights Settlement Agreement, and for other purposes.Kickapoo Tribe in Kansas Water Rights Settlement Agreement Act",0
hr2546-115,"To ensure the Chief Information Office of the Federal Communications Commission has a significant role in decisions related to information technology, and for other purposes.FCC CIO Parity Act",0
hr3494-115,"To amend the Public Health Service Act to establish a National Care Corps, and to authorize grants for local care corps programs, through which qualified volunteers provide care, companionship, and other services to individuals in need, and for other purposes.National Care Corps Act of 2017",0
hr5763-115,"To implement the Agreement on the Conservation of Albatrosses and Petrels, and for other purposes.Albatross and Petrel Conservation Act",0
hr4483-115,"To abolish the Federal Insurance Office of the Department of the Treasury, and for other purposes.Federal Insurance Office Abolishment Act of 2017",0
hr5551-115,"To direct the Attorney General to submit to Congress investigative materials in the event of certain pardons granted by the President, and for other purposes.Abuse of the Pardon Prevention Act",0
